lat	lon
49.368128	0.072653
49.338720	0.102522
49.312316	0.123465
49.288025	0.181830
49.266299	0.212042
49.217435	0.217535
49.180531	0.209639
49.144049	0.221312
49.114846	0.214868
49.090516	0.221527
49.066635	0.251241
49.030375	0.247722
48.977669	0.261895
48.941280	0.271954
48.891819	0.274230
48.871073	0.277282
48.844642	0.274252
48.809959	0.285884
48.773315	0.300912
48.769255	0.310715
48.765699	0.317518
48.766372	0.325500
48.760247	0.334486
48.753585	0.333530
48.748874	0.338780
