lat	lon
48.978055	0.152722
48.974996	0.146016
48.972043	0.144541
48.970301	0.142496
48.965574	0.138492
48.963718	0.134377
48.959006	0.131352
48.954570	0.128526
48.952266	0.127497
48.949987	0.125489
48.946755	0.118573
48.943670	0.112400
48.939973	0.103933
48.934836	0.101194
48.930740	0.095504
48.924949	0.087075
48.919248	0.084051
48.913040	0.090633
48.907157	0.088442
