lat	lon
48.986834	-0.601147
48.993194	-0.595718
48.992140	-0.587460
48.990973	-0.575034
48.993319	-0.564768
48.994067	-0.557296
48.987921	-0.546821
48.991522	-0.531048
48.995160	-0.513633
48.999550	-0.498894
48.997854	-0.493446
